sku,name,slug,brand,category,category_slug,price,wholesale_price,cost_price,margin,stock,unit,format,content_info,image_url,has_image,featured,active
DNLRPN0602082T,TAPA VASO POLIPAPEL 8 OZ,tapa-vaso-polipapel-8-oz-dnlrpn0602082t,SIN MARCA,Insumos desechables,desechables,36,30.6,0,0,4000,UN,,8OZ,,False,True,True
TOR34049,"PORTAMINAS PLAST. 0,9 MM AZUL TORRE",portaminas-plast-09-mm-azul-torre-tor34049,TORRE,Escritura y Corrección,escritura,7364,6259.4,6840,524,1440,UN,,,/products/TOR34049.jpg,True,True,True
PRI31458AZ,Lápiz Pasta Torre Punta Media 1.0 MM,lapiz-pasta-torre-punta-media-10-mm-pri31458az,TORRE,Escritura y Corrección,escritura,6900,5865.0,5100,1800,599,UN,,,/products/PRI31458AZ.jpg,True,True,True
PRI45188,Marcador Permanente Isofit Punta Fina 0.8,marcador-permanente-isofit-punta-fina-08-pri45188,ISOFIT,Escritura y Corrección,escritura,6492,5518.2,3492,3000,141,UN,,,,False,True,True
PRI31458RJ,Lápiz Pasta Torre Punta Media 1.0 ROJO,lapiz-pasta-torre-punta-media-10-rojo-pri31458rj,TORRE,Escritura y Corrección,escritura,4128,3508.8,5100,-972,50,UN,,,/products/PRI31458RJ.jpg,True,False,True
TOR34196,BL. 2 GRAFITOGOMASACAPUNTAREGLA TORRE,bl-2-grafitogomasacapuntaregla-torre-tor34196,TORRE,Escritura y Corrección,escritura,1686,1433.1,1290,396,192,UN,,,/products/TOR34196.jpg,True,False,True
PRI10016AZ,Lápiz Pasta Pilot Bp-S Punta Fina 0.7 Azul,lapiz-pasta-pilot-bp-s-punta-fina-07-azul-pri10016az,PRISA,Escritura y Corrección,escritura,904,768.4,768,136,180,UN,,,/products/PRI10016AZ.jpg,True,False,True
PRI10874AZ,BOLIGRAFO GEL PENTEL ENERGEL PUNTA AGUJA 0.5 MM AZUL,boligrafo-gel-pentel-energel-punta-aguja-05-mm-azul-pri10874az,PRISA,Escritura y Corrección,escritura,1368,1162.8,1163,205,70,UN,,,/products/PRI10874AZ.jpg,True,False,True
PRI17445AZ,Bolígrafo Tinta Pilot Vball Grip Broad 1.0 mm Azul,boligrafo-tinta-pilot-vball-grip-broad-10-mm-azul-pri17445az,PRISA,Escritura y Corrección,escritura,16110,13693.5,12890,3220,6,UN,,,,False,True,True
MARMP705,GOMA EVA 60X40 CMS METALIZADA X COLOR,goma-eva-60x40-cms-metalizada-x-color-marmp705,SIN MARCA,Escritura y Corrección,escritura,652,554.2,494,158,88,UN,60X40,60X40CM,,False,False,True
PNB497985,MARCADOR PIZARRA RECARGABLE VERDE,marcador-pizarra-recargable-verde-pnb497985,FULTONS,Escritura y Corrección,escritura,2409,2047.65,1196,1213,36,UN,,,/products/PNB497985.jpg,True,True,True
PRI25910AZ,Plumón Pizarra Pilot Vboard Recargable Cartucho Azul,plumon-pizarra-pilot-vboard-recargable-cartucho-azul-pri25910az,PRISA,Escritura y Corrección,escritura,1581,1343.85,1344,237,30,UN,,,/products/PRI25910AZ.jpg,True,False,True
PRI25910NG,Plumón Pizarra Pilot Vboard Recargable Cartucho Negro,plumon-pizarra-pilot-vboard-recargable-cartucho-negro-pri25910ng,PRISA,Escritura y Corrección,escritura,1581,1343.85,1344,237,30,UN,,,/products/PRI25910NG.jpg,True,False,True
PRI25910RJ,Plumón Pizarra Pilot Vboard Recargable con Cartucho Rojo,plumon-pizarra-pilot-vboard-recargable-con-cartucho-rojo-pri25910rj,PRISA,Escritura y Corrección,escritura,1581,1343.85,1344,237,30,UN,,,/products/PRI25910RJ.jpg,True,False,True
PRI25910VI,Plumón Pizarra Pilot Vboard Recargable Cartucho Violeta,plumon-pizarra-pilot-vboard-recargable-cartucho-violeta-pri25910vi,PRISA,Escritura y Corrección,escritura,1581,1343.85,1344,237,30,UN,,,/products/PRI25910VI.jpg,True,False,True
PRI99825,GOMA DE BORRAR FACTIS MIGA BLANCO s20,goma-de-borrar-factis-miga-blanco-s20-pri99825,PRISA,Escritura y Corrección,escritura,415,352.75,299,116,120,UN,,,/products/PRI99825.jpg,True,False,True
PNB435182,DESTACADOR CELESTE,destacador-celeste-pnb435182,FULTONS,Escritura y Corrección,escritura,233,198.05,199,34,171,UN,,,/products/PNB435182.jpg,True,False,True
JMIDEDOHAI001,DEDO DE GOMA MEDIDA S REF.3050 12 UNID.(12-144),dedo-de-goma-medida-s-ref3050-12-unid12-144-jmidedohai001,BEIFA,Escritura y Corrección,escritura,1323,1124.55,1050,273,32,UN,,,/products/JMIDEDOHAI001.jpg,True,False,True
TOR33712,LAMINAS PLASTIFICAR A7 80X110 125 MIC TORRE 100 UNI,laminas-plastificar-a7-80x110-125-mic-torre-100-uni-tor33712,TORRE,Escritura y Corrección,escritura,1981,1683.85,2784,-803,11,UN,80X110,,/products/TOR33712.jpg,True,False,True
PRI29084,Botella de Tinta Epson T544120220320420 Pack 4 Colores,botella-de-tinta-epson-t544120220320420-pack-4-colores-pri29084,PRISA,Escritura y Corrección,escritura,14073,11962.05,28329,-14256,1,PACK,PACK4,,,False,False,True
PRI29085,Botella de Tinta Epson T664120/220/320/420 Pack 4 Colores,botella-de-tinta-epson-t664120220320420-pack-4-colores-pri29085,PRISA,Escritura y Corrección,escritura,35404,30093.4,28323,7081,1,PACK,PACK4,,,False,True,True
JMIPORTHAI001,PORTA SCOTCH MEDIANO C/PORTA LAPIZ 89043S(1-60),porta-scotch-mediano-cporta-lapiz-89043s1-60-jmiporthai001,BEIFA,Escritura y Corrección,escritura,2205,1874.25,938,1267,28,UN,,,,False,True,True
PRI78655,Destacador Sharpie S Note 12 Colores,destacador-sharpie-s-note-12-colores-pri78655,PRISA,Escritura y Corrección,escritura,7764,6599.4,7923,-159,3,UN,,,/products/PRI78655.jpg,True,False,True
PRI10226,Pintura de Cara Artel Lápiz 6 Colores,pintura-de-cara-artel-lapiz-6-colores-pri10226,ARTEL,Escritura y Corrección,escritura,5240,4454.0,4454,786,5,UN,,,,False,True,True
PNB355234,"CORCHETERA SEMI INDUSTRIAL METAL BASE GOMA P/100HJS. 23/6,23/8,23/10,23/1 LAVORO",corchetera-semi-industrial-metal-base-goma-p100hjs-2362382310231-lavoro-pnb355234,FULTONS,Escritura y Corrección,escritura,11237,9551.45,8990,2247,2,UN,,,,False,True,True
PRI28583,Botella de Tinta Epson T504120 Negro,botella-de-tinta-epson-t504120-negro-pri28583,PRISA,Escritura y Corrección,escritura,10465,8895.25,8372,2093,2,UN,,,,False,True,True
PNB435179,DESTACADOR BOLSILLO PTA.BISEL VERDE FULTONS,destacador-bolsillo-ptabisel-verde-fultons-pnb435179,FULTONS,Escritura y Corrección,escritura,1650,1402.5,199,1451,84,UN,,,/products/PNB435179.jpg,True,True,True
ADIABGF403003,BOLIGRAFO CRISTAL ROJO SELLOFFICE,boligrafo-cristal-rojo-selloffice-adiabgf403003,SELLOFFICE,Escritura y Corrección,escritura,230,195.5,83,147,196,UN,,,/products/ADIABGF403003.jpg,True,False,True
PRI27228,Botella de Tinta Epson T664120 Negro,botella-de-tinta-epson-t664120-negro-pri27228,PRISA,Escritura y Corrección,escritura,9413,8001.05,7530,1883,2,UN,,,,False,True,True
PRI28584,Botella de Tinta Epson T504220 Cian,botella-de-tinta-epson-t504220-cian-pri28584,PRISA,Escritura y Corrección,escritura,9413,8001.05,7530,1883,2,UN,,,,False,True,True
PRI28585,Botella de Tinta Epson T504320 Magenta Botella de Tinta Epson T504320 Magenta,botella-de-tinta-epson-t504320-magenta-botella-de-tinta-epson-t504320-magenta-pri28585,PRISA,Escritura y Corrección,escritura,9413,8001.05,7530,1883,2,UN,,,,False,True,True
PRI28586,Botella de Tinta Epson T504420 Amarillo,botella-de-tinta-epson-t504420-amarillo-pri28586,PRISA,Escritura y Corrección,escritura,9413,8001.05,7530,1883,2,UN,,,,False,True,True
PRI45816NG,Marcador Permanente Zebra Punta Fina Negro,marcador-permanente-zebra-punta-fina-negro-pri45816ng,PRISA,Escritura y Corrección,escritura,524,445.4,401,123,36,UN,,,/products/PRI45816NG.jpg,True,False,True
JMITINTBEI002,TINTA PARA TAMPON COLOR ROJO 30ML (12-360),tinta-para-tampon-color-rojo-30ml-12-360-jmitintbei002,BEIFA,Escritura y Corrección,escritura,339,288.15,263,76,54,UN,,30ML,/products/JMITINTBEI002.jpg,True,False,True
PRI83226NG,Plumón Pizarra Faber-Castell 123 Jumbo Desechable Negro,plumon-pizarra-faber-castell-123-jumbo-desechable-negro-pri83226ng,PRISA,Escritura y Corrección,escritura,1056,897.6,845,211,15,UN,,,,False,False,True
JMIBOLIBEI001,BOLIGRAFO PASTA AZUL P/GRUESA AA935 (50-1000),boligrafo-pasta-azul-pgruesa-aa935-50-1000-jmibolibei001,BEIFA,Escritura y Corrección,escritura,216,183.6,56,160,200,UN,,,/products/JMIBOLIBEI001.jpg,True,False,True
PNB551774,"PORTAMINAS PLASTICO CON GRIP 0,5 MM",portaminas-plastico-con-grip-05-mm-pnb551774,FULTONS,Escritura y Corrección,escritura,298,253.3,290,8,36,UN,,,,False,False,True
LIB35145-8,"BOLIGRAFO GEL ISOFIT 0,7MM AZUL-8",boligrafo-gel-isofit-07mm-azul-8-lib35145-8,ISOFIT,Escritura y Corrección,escritura,426,362.1,319,107,32,UN,,,/products/LIB35145-8.jpg,True,False,True
JMBOLIBEI001,BOLIGRAFO PASTA AZUL P/GRUESA AA935 (50-1000),boligrafo-pasta-azul-pgruesa-aa935-50-1000-jmbolibei001,SIN MARCA,Escritura y Corrección,escritura,201,170.85,49,152,195,UN,,,/products/JMBOLIBEI001.jpg,True,False,True
PNB435180,DESTACADOR ROSADO,destacador-rosado-pnb435180,FULTONS,Escritura y Corrección,escritura,258,219.3,199,59,48,UN,,,/products/PNB435180.jpg,True,False,True
TOR30200,"PORTAMINAS PLAST. 0,7MM MIX COLORES TORRE",portaminas-plast-07mm-mix-colores-torre-tor30200,TORRE,Escritura y Corrección,escritura,298,253.3,620,-322,15,UN,,,/products/TOR30200.jpg,True,False,True
TOR15848,LAPIZ GEL ROJO 0.7 MM,lapiz-gel-rojo-07-mm-tor15848,TORRE,Escritura y Corrección,escritura,464,394.4,500,-36,17,UN,,,/products/TOR15848.jpg,True,False,True
DIM498474,MARCADOR PERMANENTE FINO DOBLE PUNTA 24 UN - ADIX,marcador-permanente-fino-doble-punta-24-un-adix-dim498474,DIMERC,Escritura y Corrección,escritura,3223,2739.55,2563,660,3,CAJA,,,,False,True,True
PRI27229,Botella de Tinta Epson T664220 Cian,botella-de-tinta-epson-t664220-cian-pri27229,PRISA,Escritura y Corrección,escritura,9413,8001.05,7530,1883,1,UN,,,,False,True,True
TOR31234,COMPÁS CON PORTALÁPIZ (BOX) COLON,compas-con-portalapiz-box-colon-tor31234,TORRE,Escritura y Corrección,escritura,560,476.0,462,98,16,UN,,,/products/TOR31234.jpg,True,False,True
JMIGOMASHI017,GOMA EVA 20X30 10UND.00 SURTIDO (100),goma-eva-20x30-10und00-surtido-100-jmigomashi017,BEIFA,Escritura y Corrección,escritura,953,810.05,638,315,10,UN,20X30,,,False,False,True
PNB435181,DESTACADOR NARANJO,destacador-naranjo-pnb435181,FULTONS,Escritura y Corrección,escritura,428,363.8,199,229,32,UN,,,,False,False,True
JMIGOMASHI049,GOMA EVA PLIEGO AZUL 45X60CM.EVA046 (20),goma-eva-pliego-azul-45x60cmeva046-20-jmigomashi049,BEIFA,Escritura y Corrección,escritura,684,581.4,133.2,550.8,45,UN,45X60,45X60CM,,False,True,True
PRI80073AZ,Lápiz Fibra Artline 210 0.6 mm Azul,lapiz-fibra-artline-210-06-mm-azul-pri80073az,PRISA,Escritura y Corrección,escritura,821,697.85,657,164,8,UN,,,,False,False,True
TOR30575,PLUMONES DIBUJO 12 COLORES COLÓN,plumones-dibujo-12-colores-colon-tor30575,TORRE,Escritura y Corrección,escritura,813,691.05,715,98,7,UN,,,/products/TOR30575.jpg,True,False,True
PRI17446NG,Bolígrafo Tinta Pilot Vball 0.7 grip Broad Negro,boligrafo-tinta-pilot-vball-07-grip-broad-negro-pri17446ng,PRISA,Escritura y Corrección,escritura,1623,1379.55,1289,334,3,UN,,,/products/PRI17446NG.jpg,True,False,True
PRI17446RJ,Bolígrafo Tinta Pilot Vball 0.7 grip Broad Rojo,boligrafo-tinta-pilot-vball-07-grip-broad-rojo-pri17446rj,PRISA,Escritura y Corrección,escritura,1626,1382.1,1289,337,3,UN,,,/products/PRI17446RJ.jpg,True,False,True
TOR30570,BORRADOR PIZARRA MAGNETICA AZUL TORRE,borrador-pizarra-magnetica-azul-torre-tor30570,TORRE,Escritura y Corrección,escritura,535,454.75,425,110,9,UN,,,/products/TOR30570.jpg,True,False,True
PRI45553,Lápiz Cera Torre Jumbo Pekes 24 Colores,lapiz-cera-torre-jumbo-pekes-24-colores-pri45553,TORRE,Escritura y Corrección,escritura,6515,5537.75,3696,2819,1,UN,,,/products/PRI45553.jpg,True,True,True
TOR28204,MARCADOR PIZARRA PTA REDONDA VERDE TORRE,marcador-pizarra-pta-redonda-verde-torre-tor28204,TORRE,Escritura y Corrección,escritura,563,478.55,493,70,6,UN,,,/products/TOR28204.jpg,True,False,True
JMIBOLIBEI009,BOLIGRAFO GEL AZUL 0.7 PUNTA METAL,boligrafo-gel-azul-07-punta-metal-jmibolibei009,BEIFA,Escritura y Corrección,escritura,495,420.75,184,311,15,UN,,,,False,False,True
TOR34031,BL. SET 3 BOLIGRAFO 0.5 MM PUNTA FINA 1A1R1N,bl-set-3-boligrafo-05-mm-punta-fina-1a1r1n-tor34031,TORRE,Escritura y Corrección,escritura,342,290.7,625,-283,4,UN,,,/products/TOR34031.jpg,True,False,True
TOR28203,MARCADOR PIZARRA PTA REDONDA ROJO TORRE,marcador-pizarra-pta-redonda-rojo-torre-tor28203,TORRE,Escritura y Corrección,escritura,563,478.55,493,70,5,UN,,,/products/TOR28203.jpg,True,False,True
JMIBOLIBEI018,BOLIGRAFO PASTA AZUL PUNTA FINA,boligrafo-pasta-azul-punta-fina-jmibolibei018,BEIFA,Escritura y Corrección,escritura,122,103.7,49,73,50,UN,,,/products/JMIBOLIBEI018.jpg,True,False,True
JMIBOLIBEI019,BOLIGRAFO PASTA NEGRO P/FINA (50/1000),boligrafo-pasta-negro-pfina-501000-jmibolibei019,BEIFA,Escritura y Corrección,escritura,230,195.5,49,181,50,UN,,,,False,False,True
PRI45677,Lápiz Color Giotto 24 Unidades,lapiz-color-giotto-24-unidades-pri45677,PRISA,Escritura y Corrección,escritura,2193,1864.05,2429,-236,1,CAJA,,,/products/PRI45677.jpg,True,False,True
PRI74714,Corrector Líquido en Lápiz Hand 10 Ml,corrector-liquido-en-lapiz-hand-10-ml-pri74714,PRISA,Escritura y Corrección,escritura,301,255.85,256,45,9,UN,,10ML,,False,False,True
SEN2080151522,PLUMON DE PIZARRA VERDE MONAMI,plumon-de-pizarra-verde-monami-sen2080151522,MONAMI,Escritura y Corrección,escritura,526,447.1,249,277,9,UN,,,,False,False,True
PNB104422,MARCADOR PERM PTA RED AZUL,marcador-perm-pta-red-azul-pnb104422,FULTONS,Escritura y Corrección,escritura,227,192.95,199,28,9,UN,,,/products/PNB104422.jpg,True,False,True
JMIDEDOHAI002,DEDO DE GOMA MEDIDA M REF.3051M12 UNID.(12-144),dedo-de-goma-medida-m-ref3051m12-unid12-144-jmidedohai002,BEIFA,Escritura y Corrección,escritura,1678,1426.3,825,853,2,UN,,,/products/JMIDEDOHAI002.jpg,True,True,True
PNB104420,MARCADOR PERM. PTA.RED. ROJO FULTONS,marcador-perm-ptared-rojo-fultons-pnb104420,FULTONS,Escritura y Corrección,escritura,227,192.95,199,28,8,UN,,,,False,False,True
PRI56827NJ,Destacador Offione Tipo Lápiz Naranjo Fluorescente,destacador-offione-tipo-lapiz-naranjo-fluorescente-pri56827nj,PRISA,Escritura y Corrección,escritura,316,268.6,220,96,6,UN,,,/products/PRI56827NJ.jpg,True,False,True
TOR34040,"BOLIGRAFO NEGRO 1,0 TORRE",boligrafo-negro-10-torre-tor34040,TORRE,Escritura y Corrección,escritura,143,121.55,115,28,10,UN,,,/products/TOR34040.jpg,True,False,True
JMITINTBEI001,TINTA PARA TAMPON COLOR AZUL 30ML (12-360),tinta-para-tampon-color-azul-30ml-12-360-jmitintbei001,BEIFA,Escritura y Corrección,escritura,1093,929.05,350,743,3,UN,,30ML,/products/JMITINTBEI001.jpg,True,True,True
JMIDEDOHAI003,DEDO DE GOMA MEDIDA L REF.3052L,dedo-de-goma-medida-l-ref3052l-jmidedohai003,BEIFA,Escritura y Corrección,escritura,122,103.7,76,46,11,UN,,3052L,/products/JMIDEDOHAI003.jpg,True,False,True
ADIALGF102013,"LÁPIZ GRAFITO TRIANGULAR, HB N2, SELLOFFICE",lapiz-grafito-triangular-hb-n2-selloffice-adialgf102013,SELLOFFICE,Escritura y Corrección,escritura,1406,1195.1,792,614,1,UN,,,/products/ADIALGF102013.jpg,True,True,True
PNB393818,MARCADOR DE PIZARRA DESECH. PTA.RED. VERDE FULTONS,marcador-de-pizarra-desech-ptared-verde-fultons-pnb393818,FULTONS,Escritura y Corrección,escritura,341,289.85,249,92,3,UN,,,/products/PNB393818.jpg,True,False,True
PNB103561,GOMA DE BORRAR GRANDE MIGA FULTONS,goma-de-borrar-grande-miga-fultons-pnb103561,FULTONS,Escritura y Corrección,escritura,278,236.3,139,139,5,UN,,,/products/PNB103561.jpg,True,False,True
PRI10001AZ,LAPIZ PASTA BIC CRISTAL PUNTA MEDIANA 1.0 MM AZUL,lapiz-pasta-bic-cristal-punta-mediana-10-mm-azul-pri10001az,PRISA,Escritura y Corrección,escritura,186,158.1,175,11,3,UN,,,/products/PRI10001AZ.jpg,True,False,True
PNB393816,MARCADOR DE PIZARRA DESECH. PTA.RED. AZUL FULTONS,marcador-de-pizarra-desech-ptared-azul-fultons-pnb393816,FULTONS,Escritura y Corrección,escritura,737,626.45,259,478,1,UN,,,/products/PNB393816.jpg,True,False,True
PNB463094,LÁPIZ PASTA PTA.MEDIA 1.0MM AZUL CP TRANSPARENTE FULTONS,lapiz-pasta-ptamedia-10mm-azul-cp-transparente-fultons-pnb463094,FULTONS,Escritura y Corrección,escritura,108.4,92.14,82,26.4,2,UN,,,,False,False,True
